dataset,zero_index_pair,q_geometric,side,A,B,distance_near,distance_far,count_upper_raw,count_upper,known_endpoint_excluded,fmax,G_bound
around_1e12,1000000008625/1000000008626,1.25,right,1.49965028476025767e+18,1.87456278903697262e+18,1.4996500171068598e+18,1.87456252138357475e+18,2.39450051233162204e+18,2.39450051233162204e+18,False,8.89303828645075352e-37,2.12943847330910595e-18
around_1e12,1000000008625/1000000008626,1.25,right,1.87456278903697262e+18,2.3432034193828663e+18,1.87456252138357475e+18,2.34320315172946844e+18,3.00976912847061573e+18,3.00976912847061573e+18,False,5.69154450332848226e-37,1.71302349394346895e-18
around_1e12,1000000008625/1000000008626,1.25,right,2.3432034193828663e+18,2.92900420731523341e+18,2.34320315172946844e+18,2.92900393966183555e+18,3.7830157712524766e+18,3.7830157712524766e+18,False,3.64258848213022864e-37,1.3779969676081275e-18
around_1e12,1000000008625/1000000008626,1.25,right,2.92900420731523341e+18,3.6612551922306923e+18,2.92900393966183555e+18,3.66125492457729444e+18,4.75477516548995114e+18,4.75477516548995114e+18,False,2.33125662856334633e-37,1.10846011218768306e-18
around_1e12,1000000008625/1000000008626,1.25,right,3.6612551922306923e+18,4.57656892337501591e+18,3.66125492457729444e+18,4.57656865572161805e+18,5.97597577173697992e+18,5.97597577173697992e+18,False,1.49200424228054165e-37,8.91618120319730787e-19
around_1e12,1000000008625/1000000008626,1.25,right,4.57656892337501591e+18,5.72071108730542042e+18,4.57656865572161805e+18,5.72071081965202256e+18,7.51060323385849792e+18,7.51060323385849792e+18,False,9.54882715059546658e-38,7.17174520768181373e-19
around_1e12,1000000008625/1000000008626,1.25,right,5.72071108730542042e+18,7.15088879221842606e+18,5.72071081965202256e+18,7.1508885245650282e+18,9.43904594190131046e+18,9.43904594190131046e+18,False,6.11124937638109861e-38,5.7684363626076923e-19
around_1e12,1000000008625/1000000008626,1.25,right,7.15088879221842606e+18,8.93861092335968311e+18,7.1508885245650282e+18,8.93861065570628525e+18,1.18622973024434699e+19,1.18622973024434699e+19,False,3.91119960088390311e-38,4.63958124748831001e-19
around_1e12,1000000008625/1000000008626,1.25,right,8.93861092335968311e+18,1.11732635872862544e+19,8.93861065570628525e+18,1.11732633196328566e+19,1.49072339724819741e+19,1.49072339724819741e+19,False,2.50316774456569799e-38,3.73153072406108535e-19
around_1e12,1000000008625/1000000008626,1.25,right,1.11732635872862544e+19,1.39665794171944686e+19,1.11732633196328566e+19,1.39665791495410707e+19,1.87332453967311103e+19,1.87332453967311103e+19,False,1.60202735652204671e-38,3.00111716020039408e-19
around_1e12,1000000008625/1000000008626,1.25,right,1.39665794171944686e+19,1.74582242045797362e+19,1.39665791495410707e+19,1.74582239369263384e+19,2.3540560410418788e+19,2.3540560410418788e+19,False,1.0252975081741099e-38,2.41360779298244851e-19
around_1e12,1000000008625/1000000008626,1.25,right,1.74582242045797362e+19,2.18227801888113208e+19,1.74582239369263384e+19,2.1822779921157923e+19,2.95807050942487069e+19,2.95807050942487069e+19,False,6.56190405231430334e-39,1.94105748628264946e-19
around_1e12,1000000008625/1000000008626,1.25,right,2.18227801888113208e+19,2.72784751691008016e+19,2.1822779921157923e+19,2.72784749014474037e+19,3.7169637094936508e+19,3.7169637094936508e+19,False,4.19961859348115414e-39,1.5609829905684219e-19
around_1e12,1000000008625/1000000008626,1.25,right,2.72784751691008016e+19,3.40980938944626525e+19,2.72784749014474037e+19,3.40980936268092546e+19,4.67042410281717623e+19,4.67042410281717623e+19,False,2.68775589982793865e-39,1.25529599370454725e-19
around_1e12,1000000008625/1000000008626,1.25,right,3.40980938944626525e+19,4.26226173011649662e+19,3.40980936268092546e+19,4.26226170335115683e+19,5.86830446101852087e+19,5.86830446101852087e+19,False,1.72016377588988073e-39,1.00944447597370503e-19
around_1e12,1000000008625/1000000008626,1.25,right,4.26226173011649662e+19,5.32782715595428582e+19,4.26226170335115683e+19,5.32782712918894604e+19,7.37322349195387402e+19,7.37322349195387402e+19,False,1.10090481656952367e-39,8.11721725593558246e-20
around_1e12,1000000008625/1000000008626,1.25,right,5.32782715595428582e+19,6.65978393825152233e+19,5.32782712918894604e+19,6.65978391148618255e+19,9.26383300960265586e+19,9.26383300960265586e+19,False,7.04579082604495149e-40,6.52710296330707856e-20
around_1e12,1000000008625/1000000008626,1.25,right,6.65978393825152233e+19,8.32472991612306797e+19,6.65978391148618255e+19,8.32472988935772819e+19,1.16389208178881212e+20,1.16389208178881212e+20,False,4.50930612866876895e-40,5.24834569751934257e-20
around_1e12,1000000008625/1000000008626,1.25,right,8.32472991612306797e+19,1.04059123884625e+20,8.32472988935772819e+19,1.04059123616971602e+20,1.46225629672755629e+20,1.46225629672755629e+20,False,2.88595592234801213e-40,4.22000721953156321e-20
around_1e12,1000000008625/1000000008626,1.25,right,1.04059123884625e+20,1.30073904788867901e+20,1.04059123616971602e+20,1.30073904521214503e+20,1.83705936402981275e+20,1.83705936402981275e+20,False,1.84701179030272776e-40,3.39307030484909493e-20
around_1e12,1000000008625/1000000008626,1.25,right,1.30073904788867901e+20,1.62592380919171526e+20,1.30073904521214503e+20,1.62592380651518129e+20,2.30787294644366614e+20,2.30787294644366614e+20,False,1.18208754579374577e-40,2.72810786726537418e-20
around_1e12,1000000008625/1000000008626,1.25,right,1.62592380919171526e+20,2.03240476082051059e+20,1.62592380651518129e+20,2.03240475814397661e+20,2.89927710981852391e+20,2.89927710981852391e+20,False,7.56536029307997292e-41,2.19340759252567248e-20
around_1e12,1000000008625/1000000008626,1.25,right,2.03240476082051059e+20,2.54050595035650474e+20,2.03240475814397661e+20,2.54050594767997076e+20,3.64214129573402239e+20,3.64214129573402239e+20,False,4.84183058757118267e-41,1.76346311299411302e-20
around_1e12,1000000008625/1000000008626,1.25,right,2.54050595035650474e+20,3.17563243727649743e+20,2.54050594767997076e+20,3.17563243459996345e+20,4.57523275524955333e+20,4.57523275524955333e+20,False,3.09877157604555691e-41,1.41776012157599141e-20
around_1e12,1000000008625/1000000008626,1.25,right,3.17563243727649743e+20,3.96954054592648829e+20,3.17563243459996345e+20,3.96954054324995431e+20,5.74723611354541432e+20,5.74723611354541432e+20,False,1.98321380866915642e-41,1.13979980220653215e-20
around_1e12,1000000008625/1000000008626,1.25,right,3.96954054592648829e+20,4.96192568173897687e+20,3.96954054324995431e+20,4.96192567906244289e+20,7.21928910379204968e+20,7.21928910379204968e+20,False,1.26925683754826011e-41,9.16313205722570992e-21
around_1e12,1000000008625/1000000008626,1.25,right,4.96192568173897687e+20,6.20240710150458759e+20,4.96192567906244289e+20,6.20240709882805361e+20,9.0681663320713553e+20,9.0681663320713553e+20,False,8.1232437603088647e-42,7.36629255744415613e-21
around_1e12,1000000008625/1000000008626,1.25,right,6.20240710150458759e+20,7.75300887621160099e+20,6.20240709882805361e+20,7.75300887353506702e+20,1.13902766055092516e+21,1.13902766055092516e+21,False,5.19887600659767341e-42,5.9216635752892841e-21
around_1e12,1000000008625/1000000008626,1.25,right,7.75300887621160099e+20,9.69126109459536775e+20,7.75300887353506702e+20,9.69126109191883377e+20,1.43066816199175773e+21,1.43066816199175773e+21,False,3.32728064422251098e-42,4.76023448370057136e-21
around_1e12,1000000008625/1000000008626,1.25,right,9.69126109459536775e+20,1.21140763675750762e+21,9.69126109191883377e+20,1.21140763648985422e+21,1.79693968536916786e+21,1.79693968536916786e+21,False,2.12945961230240703e-42,3.82651048573703746e-21
around_1e12,1000000008625/1000000008626,1.25,right,1.21140763675750762e+21,1.51425954587997117e+21,1.21140763648985422e+21,1.51425954561231778e+21,2.25693021031139229e+21,2.25693021031139229e+21,False,1.3628541518735405e-42,3.07586670761170393e-21
around_1e12,1000000008625/1000000008626,1.25,right,1.51425954587997117e+21,1.89282443228305062e+21,1.51425954561231778e+21,1.89282443201539722e+21,2.83460726738975005e+21,2.83460726738975005e+21,False,8.72226657199065918e-43,2.4724200213075405e-21
around_1e12,1000000008625/1000000008626,1.25,right,1.89282443228305062e+21,2.36603054028689992e+21,1.89282443201539722e+21,2.36603054001924653e+21,3.56006471486341876e+21,3.56006471486341876e+21,False,5.58225060607402188e-43,1.98731734122090593e-21
around_1e12,1000000008625/1000000008626,1.25,right,2.36603054028689992e+21,2.95753817529171156e+21,2.36603054001924653e+21,2.95753817502405816e+21,4.47108793186265655e+21,4.47108793186265655e+21,False,3.572640387887374e-43,1.59735893231683581e-21
around_1e12,1000000008625/1000000008626,1.25,right,2.95753817529171156e+21,3.69692271904772609e+21,2.95753817502405816e+21,3.6969227187800727e+21,5.61511871268314365e+21,5.61511871268314365e+21,False,2.28648984824791936e-43,1.28389119332569334e-21
around_1e12,1000000008625/1000000008626,1.25,right,3.69692271904772609e+21,4.62115339874274427e+21,3.6969227187800727e+21,4.62115339847509087e+21,7.05172188817305237e+21,7.05172188817305237e+21,False,1.46335350287866839e-43,1.03191619263842137e-21
around_1e12,1000000008625/1000000008626,1.25,right,4.62115339874274427e+21,5.77644174836151699e+21,4.62115339847509087e+21,5.77644174809386359e+21,8.85568173186581307e+21,8.85568173186581307e+21,False,9.3654624184234777e-44,8.29375544493086091e-22
around_1e12,1000000008625/1000000008626,1.25,right,5.77644174836151699e+21,7.22055218538498288e+21,5.77644174809386359e+21,7.22055218511732949e+21,1.11208888793947324e+22,1.11208888793947324e+22,False,5.99389594779102573e-44,6.66574507900383679e-22
around_1e12,1000000008625/1000000008626,1.25,right,7.22055218538498288e+21,9.02569023166431525e+21,7.22055218511732949e+21,9.02569023139666186e+21,1.39652194924470923e+22,1.39652194924470923e+22,False,3.83609340658625647e-44,5.35718864165061577e-22
around_1e12,1000000008625/1000000008626,1.25,right,9.02569023166431525e+21,1.12821127895134807e+22,9.02569023139666186e+21,1.12821127892458273e+22,1.75366598570640554e+22,1.75366598570640554e+22,False,2.45509978021520414e-44,4.30542497607867555e-22
around_1e12,1000000008625/1000000008626,1.25,right,1.12821127895134807e+22,1.41026409868249375e+22,1.12821127892458273e+22,1.41026409865572842e+22,2.20209941857121508e+22,2.20209941857121508e+22,False,1.57126385933773065e-44,3.46007923106958014e-22
around_1e12,1000000008625/1000000008626,1.25,right,1.41026409868249375e+22,1.76283012334642586e+22,1.41026409865572842e+22,1.76283012331966052e+22,2.76514544376183846e+22,2.76514544376183846e+22,False,1.00560886997614762e-44,2.78065478502103561e-22
around_1e12,1000000008625/1000000008626,1.25,right,1.76283012334642586e+22,2.20353765417634099e+22,1.76283012331966052e+22,2.20353765414957565e+22,3.472083267887132e+22,3.472083267887132e+22,False,6.43589676784734474e-45,2.23459694814916392e-22
around_1e12,1000000008625/1000000008626,1.25,right,2.20353765417634099e+22,2.7544220677137349e+22,2.20353765414957565e+22,2.75442206768696956e+22,4.35966841384001681e+22,4.35966841384001681e+22,False,4.11897393142230063e-45,1.79573605462522396e-22
around_1e12,1000000008625/1000000008626,1.25,right,2.7544220677137349e+22,3.44302758463547729e+22,2.75442206768696956e+22,3.44302758460871195e+22,5.47404092852645769e+22,5.47404092852645769e+22,False,2.6361433161102724e-45,1.44303564058490908e-22
around_1e12,1000000008625/1000000008626,1.25,right,3.44302758463547729e+22,4.30378448078765528e+22,3.44302758460871195e+22,4.30378448076088994e+22,6.87312042469117736e+22,6.87312042469117736e+22,False,1.68713172231057434e-45,1.15958594997572122e-22
around_1e12,1000000008625/1000000008626,1.25,right,4.30378448078765528e+22,5.37973060097787776e+22,4.30378448076088994e+22,5.37973060095111242e+22,8.62961211090541268e+22,8.62961211090541268e+22,False,1.07976430227876758e-45,9.31794709986818557e-23
around_1e12,1000000008625/1000000008626,1.25,right,5.37973060097787776e+22,6.72466325121565587e+22,5.37973060095111242e+22,6.72466325118889053e+22,1.08347796136836265e+23,1.08347796136836265e+23,False,6.91049153458411249e-46,7.48736527994452215e-23
around_1e12,1000000008625/1000000008626,1.25,right,6.72466325121565587e+22,8.4058290640128785e+22,6.72466325118889053e+22,8.40582906398611316e+22,1.36031801109194183e+23,1.36031801109194183e+23,False,4.422714582133832e-46,6.01629830399562295e-23
around_1e12,1000000008625/1000000008626,1.25,right,8.4058290640128785e+22,1.05072863300094068e+23,8.40582906398611316e+22,1.05072863299826415e+23,1.70786071309179388e+23,1.70786071309179388e+23,False,2.83053733256565248e-46,4.83416350722851936e-23
around_1e12,1000000008625/1000000008626,1.25,right,1.05072863300094068e+23,1.31341079125050672e+23,1.05072863299826415e+23,1.31341079124783018e+23,2.14415489039833153e+23,2.14415489039833153e+23,False,1.81154389284201759e-46,3.88423069700844305e-23
around_1e12,1000000008625/1000000008626,1.25,right,1.31341079125050672e+23,1.64176348906246426e+23,1.31341079124783018e+23,1.64176348905978773e+23,2.69185486178990682e+23,2.69185486178990682e+23,False,1.15938809141889125e-46,3.12090447058726338e-23
around_1e12,1000000008625/1000000008626,1.25,right,1.64176348906246426e+23,2.05220436132741119e+23,1.64176348905978773e+23,2.05220436132473466e+23,3.37939513822737999e+23,3.37939513822737999e+23,False,7.42008378508090403e-47,2.50753950685422226e-23
around_1e12,1000000008625/1000000008626,1.25,right,2.05220436132741119e+23,2.56525545165859486e+23,2.05220436132473466e+23,2.56525545165591832e+23,4.2424646240217265e+23,4.2424646240217265e+23,False,4.74885362245177858e-47,2.01468434979090987e-23
around_1e12,1000000008625/1000000008626,1.25,right,2.56525545165859486e+23,3.20656931457257444e+23,2.56525545165591832e+23,3.2065693145698979e+23,5.32585665657404096e+23,5.32585665657404096e+23,False,3.03926631836913829e-47,1.61866967527875536e-23
around_1e12,1000000008625/1000000008626,1.25,right,3.20656931457257444e+23,4.00821164321504891e+23,3.2065693145698979e+23,4.00821164321237238e+23,6.68579066640116069e+23,6.68579066640116069e+23,False,1.94513044375624851e-47,1.30047349657982741e-23
around_1e12,1000000008625/1000000008626,1.25,right,4.00821164321504891e+23,5.01026455401814201e+23,4.00821164321237238e+23,5.01026455401546548e+23,8.39282564010596866e+23,8.39282564010596866e+23,False,1.24488348400399904e-47,1.04480900234932117e-23
around_1e12,1000000008625/1000000008626,1.25,right,5.01026455401814201e+23,6.26283069252200838e+23,5.01026455401546548e+23,6.26283069251933184e+23,1.0535516184013114e+24,1.0535516184013114e+24,False,7.96725429762559388e-48,8.39391365947824798e-24
around_1e12,1000000008625/1000000008626,1.25,right,6.26283069252200838e+23,7.82853836565184134e+23,6.26283069251933184e+23,7.8285383656491648e+23,1.32250003973672149e+24,1.32250003973672149e+24,False,5.09904275048038008e-48,6.74348424012954433e-24
around_1e12,1000000008625/1000000008626,1.25,right,7.82853836565184134e+23,9.78567295706413254e+23,7.8285383656491648e+23,9.78567295706145601e+23,1.66007569558975527e+24,1.66007569558975527e+24,False,3.26338736030744325e-48,5.41747004214119415e-24
around_1e12,1000000008625/1000000008626,1.25,right,9.78567295706413254e+23,1.22320911963294965e+24,9.78567295706145601e+23,1.223209119632682e+24,2.08378292688576142e+24,2.08378292688576142e+24,False,2.08856791059676368e-48,4.35212215374300352e-24
around_1e12,1000000008625/1000000008626,1.25,right,1.22320911963294965e+24,1.52901139954112015e+24,1.223209119632682e+24,1.5290113995408525e+24,2.61558904285541155e+24,2.61558904285541155e+24,False,1.33668346278192876e-48,3.49621461901844216e-24
around_1e12,1000000008625/1000000008626,1.25,right,1.52901139954112015e+24,1.91126424942633328e+24,1.5290113995408525e+24,1.91126424942606563e+24,3.28306178387952724e+24,3.28306178387952724e+24,False,8.55477416180434404e-49,2.80858521203398572e-24
around_1e12,1000000008625/1000000008626,1.25,right,1.91126424942633328e+24,2.38908031178284969e+24,1.91126424942606563e+24,2.38908031178258203e+24,4.12079658023723816e+24,4.12079658023723816e+24,False,5.47505546355478019e-49,2.25615898308257449e-24
around_1e12,1000000008625/1000000008626,1.25,right,2.38908031178284969e+24,2.98635038972849519e+24,2.38908031178258203e+24,2.98635038972822754e+24,5.17220741328133467e+24,5.17220741328133467e+24,False,3.50403549667505932e-49,1.81235983723036853e-24
around_1e12,1000000008625/1000000008626,1.25,right,2.98635038972849519e+24,3.73293798716055208e+24,2.98635038972822754e+24,3.73293798716028443e+24,6.49177387658265265e+24,6.49177387658265265e+24,False,2.24258271787203796e-49,1.45583399039574211e-24
around_1e12,1000000008625/1000000008626,1.25,right,3.73293798716055208e+24,4.66617248395062319e+24,3.73293798716028443e+24,4.66617248395035553e+24,8.14786060820454679e+24,8.14786060820454679e+24,False,1.4352529394381043e-49,1.1694240888057516e-24
around_1e12,1000000008625/1000000008626,1.25,right,4.66617248395062319e+24,5.83271560493821207e+24,4.66617248395035553e+24,5.83271560493794442e+24,1.02262548383509728e+25,1.02262548383509728e+25,False,9.1856188124038675e-50,9.39344788235927669e-25
around_1e12,1000000008625/1000000008626,1.25,right,5.83271560493821207e+24,7.29089450617269817e+24,5.83271560493794442e+24,7.29089450617243052e+24,1.28346048955578283e+25,1.28346048955578283e+25,False,5.8787960399384752e-50,7.54520244341803279e-25
around_1e12,1000000008625/1000000008626,1.25,right,7.29089450617269817e+24,9.1136181327158058e+24,7.29089450617243052e+24,9.11361813271553815e+24,1.61079890539711762e+25,1.61079890539711762e+25,False,3.76242946556062413e-50,6.0605172647589156e-25
around_1e12,1000000008625/1000000008626,1.25,right,9.1136181327158058e+24,1.13920226658946903e+25,9.11361813271553815e+24,1.13920226658944227e+25,2.02159024856188345e+25,2.02159024856188345e+25,False,2.40795485795879944e-50,4.86789805982672412e-25
around_1e12,1000000008625/1000000008626,1.25,right,1.13920226658946903e+25,1.4240028332368296e+25,1.13920226658944227e+25,1.42400283323680284e+25,2.5371023317217124e+25,2.5371023317217124e+25,False,1.54109110909363164e-50,3.9099058462770527e-25
around_1e12,1000000008625/1000000008626,1.25,right,1.4240028332368296e+25,1.78000354154603031e+25,1.42400283323680284e+25,1.78000354154600354e+25,3.18402106592633817e+25,3.18402106592633817e+25,False,9.86298309819924252e-51,3.14039459575418094e-25
around_1e12,1000000008625/1000000008626,1.25,right,1.78000354154603031e+25,2.2250044269325312e+25,1.78000354154600354e+25,2.22500442693250443e+25,3.99583027150066985e+25,3.99583027150066985e+25,False,6.31230918284751521e-51,2.52229161158937582e-25
around_1e12,1000000008625/1000000008626,1.25,right,2.2250044269325312e+25,2.7812555336656573e+25,2.22500442693250443e+25,2.78125553366563054e+25,5.0145427632417713e+25,5.0145427632417713e+25,False,4.03987787702240973e-51,2.02581403726032553e-25
around_1e12,1000000008625/1000000008626,1.25,right,2.7812555336656573e+25,3.47656941708206494e+25,2.78125553366563054e+25,3.47656941708203817e+25,6.29287210888463168e+25,6.29287210888463168e+25,False,2.58552184129434223e-51,1.62703582819932034e-25
around_1e12,1000000008625/1000000008626,1.25,right,3.47656941708206494e+25,4.34571177135257448e+25,3.47656941708203817e+25,4.34571177135254772e+25,7.89695720464631159e+25,7.89695720464631159e+25,False,1.65473397842837903e-51,1.30673634127230421e-25
around_1e12,1000000008625/1000000008626,1.25,right,4.34571177135257448e+25,5.43213971419071141e+25,4.34571177135254772e+25,5.43213971419068465e+25,9.90978034148354204e+25,9.90978034148354204e+25,False,1.05902974619416258e-51,1.04947521598812173e-25
around_1e12,1000000008625/1000000008626,1.25,right,5.43213971419071141e+25,6.79017464273838257e+25,5.43213971419068465e+25,6.79017464273835581e+25,1.24354552214489933e+26,1.24354552214489933e+26,False,6.7777903756426405e-52,8.42849087166720074e-26
around_1e12,1000000008625/1000000008626,1.25,right,6.79017464273838257e+25,8.48771830342297152e+25,6.79017464273835581e+25,8.48771830342294476e+25,1.56046062700544489e+26,1.56046062700544489e+26,False,4.33778584041128992e-52,6.76894401234354215e-26
around_1e12,1000000008625/1000000008626,1.25,right,8.48771830342297152e+25,1.06096478792787077e+26,8.48771830342294476e+25,1.06096478792786809e+26,1.95811168916220702e+26,1.95811168916220702e+26,False,2.77618293786322555e-52,5.43607626188265899e-26
around_1e12,1000000008625/1000000008626,1.25,right,1.06096478792787077e+26,1.3262059849098378e+26,1.06096478792786809e+26,1.32620598490983512e+26,2.45705949320950992e+26,2.45705949320950992e+26,False,1.77675708023246435e-52,4.36559785111238741e-26
around_1e12,1000000008625/1000000008626,1.25,right,1.3262059849098378e+26,1.65775748113729657e+26,1.32620598490983512e+26,1.6577574811372939e+26,3.08309921870782634e+26,3.08309921870782634e+26,False,1.13712453134877718e-52,3.50586775417491811e-26
around_1e12,1000000008625/1000000008626,1.25,right,1.65775748113729657e+26,2.07219685142162005e+26,1.6577574811372939e+26,2.07219685142161737e+26,3.8685925886297066e+26,3.8685925886297066e+26,False,7.27759700063217398e-53,2.81540578196794104e-26
around_1e12,1000000008625/1000000008626,1.25,right,2.07219685142162005e+26,2.59024606427702439e+26,2.07219685142161737e+26,2.59024606427702172e+26,4.85413894234328785e+26,4.85413894234328785e+26,False,4.65766208040459135e-53,2.26089388847675808e-26
around_1e12,1000000008625/1000000008626,1.25,right,2.59024606427702439e+26,3.23780758034627982e+26,2.59024606427702172e+26,3.23780758034627715e+26,6.09067143612430307e+26,6.09067143612430307e+26,False,2.98090373145893846e-53,1.81557052110333066e-26
around_1e12,1000000008625/1000000008626,1.25,right,3.23780758034627982e+26,4.04725947543284911e+26,3.23780758034627715e+26,4.04725947543284643e+26,7.64208649289937042e+26,7.64208649289937042e+26,False,1.90777838813372062e-53,1.45794074514020389e-26
around_1e12,1000000008625/1000000008626,1.25,right,4.04725947543284911e+26,5.05907434429106072e+26,4.04725947543284643e+26,5.05907434429105804e+26,9.58854211330420251e+26,9.58854211330420251e+26,False,1.22097816840558119e-53,1.1707400587181946e-26
around_1e12,1000000008625/1000000008626,1.25,right,5.05907434429106072e+26,6.32384293036382523e+26,5.05907434429105804e+26,6.32384293036382255e+26,1.203059513810524e+27,1.203059513810524e+27,False,7.81426027779571964e-54,9.40102017059380868e-27
around_1e12,1000000008625/1000000008626,1.25,right,6.32384293036382523e+26,7.90480366295478086e+26,6.32384293036382255e+26,7.90480366295477819e+26,1.50943907932252836e+27,1.50943907932252836e+27,False,5.00112657778926057e-54,7.54889589715364847e-27
around_1e12,1000000008625/1000000008626,1.25,right,7.90480366295478086e+26,9.88100457869347541e+26,7.90480366295477819e+26,9.88100457869347273e+26,1.89381720797737714e+27,1.89381720797737714e+27,False,3.20072100978512676e-54,6.0615805262658e-27
around_1e12,1000000008625/1000000008626,1.25,right,9.88100457869347541e+26,1.23512557233668436e+27,9.88100457869347273e+26,1.23512557233668409e+27,2.3760444585019923e+27,2.3760444585019923e+27,False,2.04846144626248113e-54,4.86723546784694498e-27
around_1e12,1000000008625/1000000008626,1.25,right,1.23512557233668436e+27,1.54390696542085538e+27,1.23512557233668409e+27,1.54390696542085511e+27,2.98102175879032897e+27,2.98102175879032897e+27,False,1.31101532560798792e-54,3.90816521174499997e-27
around_1e12,1000000008625/1000000008626,1.25,right,1.54390696542085538e+27,1.92988370677606916e+27,1.54390696542085511e+27,1.92988370677606889e+27,3.73998493056645946e+27,3.73998493056645946e+27,False,8.39049808389112271e-55,3.13803363936995517e-27
around_1e12,1000000008625/1000000008626,1.25,right,1.92988370677606916e+27,2.41235463347008638e+27,1.92988370677606889e+27,2.41235463347008612e+27,4.69211582830625962e+27,4.69211582830625962e+27,False,5.36991877369031853e-55,2.51962808747512828e-27
around_1e12,1000000008625/1000000008626,1.25,right,2.41235463347008638e+27,3.01544329183760791e+27,2.41235463347008612e+27,3.01544329183760765e+27,5.88656311675555615e+27,5.88656311675555615e+27,False,3.43674801516180386e-55,2.02306341076343395e-27
around_1e12,1000000008625/1000000008626,1.25,right,3.01544329183760791e+27,3.76930411479700982e+27,3.01544329183760765e+27,3.76930411479700956e+27,7.38497681016035973e+27,7.38497681016035973e+27,False,2.19951872970355447e-55,1.62433948123741222e-27
around_1e12,1000000008625/1000000008626,1.25,right,3.76930411479700982e+27,4.71163014349626221e+27,3.76930411479700956e+27,4.71163014349626195e+27,9.26468715547034283e+27,9.26468715547034283e+27,False,1.40769198701027486e-55,1.30418258709126182e-27
around_1e12,1000000008625/1000000008626,1.25,right,4.71163014349626221e+27,5.8895376793703277e+27,4.71163014349626195e+27,5.88953767937032743e+27,1.1622691622800295e+28,1.1622691622800295e+28,False,9.00922871686575911e-56,1.04711487135407509e-27
around_1e12,1000000008625/1000000008626,1.25,right,5.8895376793703277e+27,7.36192209921290956e+27,5.88953767937032743e+27,7.36192209921290929e+27,1.45806553765783268e+28,1.45806553765783268e+28,False,5.76590637879408583e-56,8.40706938428112583e-28
around_1e12,1000000008625/1000000008626,1.25,right,7.36192209921290956e+27,9.20240262401613688e+27,7.36192209921290929e+27,9.20240262401613661e+27,1.82911827808203561e+28,1.82911827808203561e+28,False,3.69018008242821493e-56,6.74977583818372074e-28
around_1e12,1000000008625/1000000008626,1.25,right,9.20240262401613688e+27,1.1503003280020171e+28,9.20240262401613661e+27,1.15030032800201708e+28,2.29456829261472546e+28,2.29456829261472546e+28,False,2.36171525275405756e-56,5.41911693515403265e-28
around_1e12,1000000008625/1000000008626,1.25,right,1.1503003280020171e+28,1.43787541000252137e+28,1.15030032800201708e+28,1.43787541000252135e+28,2.87842342203363302e+28,2.87842342203363302e+28,False,1.51149776176259684e-56,4.35073055980887097e-28
around_1e12,1000000008625/1000000008626,1.25,right,1.43787541000252137e+28,1.79734426250315171e+28,1.43787541000252135e+28,1.79734426250315168e+28,3.61079559787357401e+28,3.61079559787357401e+28,False,9.67358567528061975e-57,3.49293405719561265e-28
around_1e12,1000000008625/1000000008626,1.25,right,1.79734426250315171e+28,2.24668032812893963e+28,1.79734426250315168e+28,2.2466803281289396e+28,4.52945239775638343e+28,4.52945239775638343e+28,False,6.19109483217959664e-57,2.80422693323530283e-28
around_1e12,1000000008625/1000000008626,1.25,right,2.24668032812893963e+28,2.80835041016117453e+28,2.2466803281289396e+28,2.8083504101611745e+28,5.68176287271349918e+28,5.68176287271349918e+28,False,3.96230069259494185e-57,2.25128529657129242e-28
around_1e12,1000000008625/1000000008626,1.25,right,2.80835041016117453e+28,3.51043801270146816e+28,2.8083504101611745e+28,3.51043801270146813e+28,7.12713781028939885e+28,7.12713781028939885e+28,False,2.53587244326076278e-57,1.80735123724347407e-28
around_1e12,1000000008625/1000000008626,1.25,right,3.51043801270146816e+28,4.38804751587683519e+28,3.51043801270146813e+28,4.38804751587683516e+28,8.94009003710865465e+28,8.94009003710865465e+28,False,1.62295836368688818e-57,1.45093938978393136e-28
around_1e12,1000000008625/1000000008626,1.25,right,4.38804751587683519e+28,5.48505939484604398e+28,4.38804751587683516e+28,5.48505939484604395e+28,1.12140722641944509e+29,1.12140722641944509e+29,False,1.03869335275960844e-57,1.16479823181846677e-28
around_1e12,1000000008625/1000000008626,1.25,right,5.48505939484604398e+28,6.85632424355755497e+28,5.48505939484604395e+28,6.85632424355755494e+28,1.40662899775038544e+29,1.40662899775038544e+29,False,6.64763745766149399e-58,9.35075961447830763e-29
around_1e12,1000000008625/1000000008626,1.25,right,6.85632424355755497e+28,8.5704053044469437e+28,6.85632424355755494e+28,8.57040530444694368e+28,1.76437370309558065e+29,1.76437370309558065e+29,False,4.25448797290335616e-58,7.50650669952710488e-29
around_1e12,1000000008625/1000000008626,1.25,right,8.5704053044469437e+28,1.07130066305586796e+29,8.57040530444694368e+28,1.07130066305586796e+29,2.21307644875397437e+29,2.21307644875397437e+29,False,2.72287230265814794e-58,6.02592456597725092e-29
around_1e12,1000000008625/1000000008626,1.25,right,1.07130066305586796e+29,1.33912582881983495e+29,1.07130066305586796e+29,1.33912582881983495e+29,2.77585721079809115e+29,2.77585721079809115e+29,False,1.74263827370121468e-58,4.83731501786625435e-29
around_1e12,1000000008625/1000000008626,1.25,right,1.33912582881983495e+29,1.67390728602479369e+29,1.33912582881983495e+29,1.67390728602479369e+29,3.48171107581714294e+29,3.48171107581714294e+29,False,1.1152884951687774e-58,3.88311230636056637e-29
