dataset,zero_index_pair,q_geometric,side,A,B,distance_near,distance_far,count_upper_raw,count_upper,known_endpoint_excluded,fmax,G_bound
around_1e12,1000000008625/1000000008626,1.25,right,267653438468.942309,267653448620.392881,40605.8022873042162,50757.2528591302702,39558.0,39558.0,False,1.21298029251846611e-9,0.0000479830744114454826
around_1e12,1000000008625/1000000008626,1.25,right,267653448620.392881,267653461309.706096,50757.2528591302702,63446.5660739128378,49444.0,49444.0,False,7.76307408459592253e-10,0.0000383837435038760793
around_1e12,1000000008625/1000000008626,1.25,right,267653461309.706096,267653477171.347614,63446.5660739128378,79308.2075923910473,61802.0,61802.0,False,4.96836752293000103e-10,0.0000307055049652119923
around_1e12,1000000008625/1000000008626,1.25,right,267653477171.347614,267653496998.399513,79308.2075923910473,99135.2594904888091,77248.0,77248.0,False,3.17975527037497258e-10,0.0000245629735125925882
around_1e12,1000000008625/1000000008626,1.25,right,267653496998.399513,267653521782.214385,99135.2594904888091,123919.074363111011,96556.0,96556.0,False,2.03504340155826703e-10,0.0000196495650680860031
around_1e12,1000000008625/1000000008626,1.25,right,267653521782.214385,267653552761.982976,123919.074363111011,154898.842953888764,120692.0,120692.0,False,1.30242779159865315e-10,0.0000157192615023624646
around_1e12,1000000008625/1000000008626,1.25,right,267653552761.982976,267653591486.693714,154898.842953888764,193623.553692360955,150861.0,150861.0,False,8.33553794099035718e-11,0.0000125750758931574627
around_1e12,1000000008625/1000000008626,1.25,right,267653591486.693714,267653639892.582138,193623.553692360955,242029.442115451194,188572.0,188572.0,False,5.33474432051042575e-11,0.00001005983406007292
around_1e12,1000000008625/1000000008626,1.25,right,267653639892.582138,267653700399.942666,242029.442115451194,302536.802644313993,235711.0,235711.0,False,3.4142363847242906e-11,8.04773072479747262e-6
around_1e12,1000000008625/1000000008626,1.25,right,267653700399.942666,267653776034.143327,302536.802644313993,378171.003305392491,294635.0,294635.0,False,2.18511129625752662e-11,6.43810266772836356e-6
around_1e12,1000000008625/1000000008626,1.25,right,267653776034.143327,267653870576.894154,378171.003305392491,472713.754131740613,368290.0,368290.0,False,1.39847123474221519e-11,5.15042971043210431e-6
around_1e12,1000000008625/1000000008626,1.25,right,267653870576.894154,267653988755.332687,472713.754131740613,590892.192664675767,460359.0,460359.0,False,8.95021592865365597e-12,4.12031245469906841e-6
around_1e12,1000000008625/1000000008626,1.25,right,267653988755.332687,267654136478.380853,590892.192664675767,738615.240830844708,575445.0,575445.0,False,5.72813820780572106e-12,3.29622849099076316e-6
around_1e12,1000000008625/1000000008626,1.25,right,267654136478.380853,267654321132.191061,738615.240830844708,923269.051038555885,719303.0,719303.0,False,3.66600845989096072e-12,2.63697088322494772e-6
around_1e12,1000000008625/1000000008626,1.25,right,267654321132.191061,267654551949.45382,923269.051038555885,1154086.31379819486,899125.0,899125.0,False,2.34624541786060809e-12,2.10956791133391925e-6
around_1e12,1000000008625/1000000008626,1.25,right,267654551949.45382,267654840471.03227,1154086.31379819486,1442607.89224774357,1123902.0,1123902.0,False,1.50159706923835052e-12,1.68764794931112062e-6
around_1e12,1000000008625/1000000008626,1.25,right,267654840471.03227,267655201123.005332,1442607.89224774357,1803259.86530967946,1404874.0,1404874.0,False,9.6102212523801574e-13,1.35011499717163213e-6
around_1e12,1000000008625/1000000008626,1.25,right,267655201123.005332,267655651937.971659,1803259.86530967946,2254074.83163709933,1756089.0,1756089.0,False,6.15054160626171437e-13,1.08008984587985277e-6
around_1e12,1000000008625/1000000008626,1.25,right,267655651937.971659,267656215456.679568,2254074.83163709933,2817593.53954637416,2195108.0,2195108.0,False,3.93634663043356498e-13,8.64070597923776195e-7
around_1e12,1000000008625/1000000008626,1.25,right,267656215456.679568,267656919855.064455,2817593.53954637416,3521991.9244329677,2743881.0,2743881.0,False,2.51926184471962829e-13,6.9125547097511384e-7
around_1e12,1000000008625/1000000008626,1.25,right,267656919855.064455,267657800353.045563,3521991.9244329677,4402489.90554120963,3429848.0,3429848.0,False,1.61232758125654122e-13,5.5300385299175854e-7
around_1e12,1000000008625/1000000008626,1.25,right,267657800353.045563,267658900975.521949,4402489.90554120963,5503112.38192651204,4287306.0,4287306.0,False,1.03188965232980769e-13,4.42402669777149848e-7
around_1e12,1000000008625/1000000008626,1.25,right,267658900975.521949,267660276753.61743,5503112.38192651204,6878890.47740814004,5359130.0,5359130.0,False,6.6040937765779503e-14,3.53921970808721908e-7
around_1e12,1000000008625/1000000008626,1.25,right,267660276753.61743,267661996476.236782,6878890.47740814004,8598613.09676017506,6698911.0,6698911.0,False,4.22662001786348492e-14,2.83137513304858956e-7
around_1e12,1000000008625/1000000008626,1.25,right,267661996476.236782,267664146129.510972,8598613.09676017506,10748266.3709502188,8373637.0,8373637.0,False,2.70503681186967187e-14,2.26509963342339235e-7
around_1e12,1000000008625/1000000008626,1.25,right,267664146129.510972,267666833196.10371,10748266.3709502188,13435332.9636877735,10467046.0,10467046.0,False,1.73122355982035525e-14,1.81207966369234102e-7
around_1e12,1000000008625/1000000008626,1.25,right,267666833196.10371,267670192029.344632,13435332.9636877735,16794166.2046097169,13083810.0,13083810.0,False,1.10798307839959518e-14,1.44966400809954073e-7
around_1e12,1000000008625/1000000008626,1.25,right,267670192029.344632,267674390570.895784,16794166.2046097169,20992707.7557621461,16354768.0,16354768.0,False,7.09109170234399632e-15,1.15973159658561116e-7
around_1e12,1000000008625/1000000008626,1.25,right,267674390570.895784,267679638747.834725,20992707.7557621461,26240884.6947026827,20443471.0,20443471.0,False,4.53829868980049029e-15,9.27785776542743191e-8
around_1e12,1000000008625/1000000008626,1.25,right,267679638747.834725,267686198969.0084,26240884.6947026827,32801105.8683783533,25554358.0,25554358.0,False,2.9045111616260841e-15,7.42229180391888153e-8
around_1e12,1000000008625/1000000008626,1.25,right,267686198969.0084,267694399245.475495,32801105.8683783533,41001382.3354729417,31942980.0,31942980.0,False,1.85888714351942423e-15,5.93783948476980977e-8
around_1e12,1000000008625/1000000008626,1.25,right,267694399245.475495,267704649591.059363,41001382.3354729417,51251727.9193411771,39928777.0,39928777.0,False,1.18968777189274147e-15,4.75027777435321421e-8
around_1e12,1000000008625/1000000008626,1.25,right,267704649591.059363,267717462523.039199,51251727.9193411771,64064659.8991764713,49911056.0,49911056.0,False,7.61400174031993244e-16,3.80022867245205606e-8
around_1e12,1000000008625/1000000008626,1.25,right,267717462523.039199,267733478688.013993,64064659.8991764713,80080824.8739705892,62388953.0,62388953.0,False,4.87296111391042691e-16,3.04018941906585271e-8
around_1e12,1000000008625/1000000008626,1.25,right,267733478688.013993,267753498894.232485,80080824.8739705892,100101031.092463236,77986402.0,77986402.0,False,3.11869511295677635e-16,2.43215810794482569e-8
around_1e12,1000000008625/1000000008626,1.25,right,267753498894.232485,267778524152.005601,100101031.092463236,125126288.865579046,97483334.0,97483334.0,False,1.99596487232003766e-16,1.94573310300641586e-8
around_1e12,1000000008625/1000000008626,1.25,right,267778524152.005601,267809805724.221996,125126288.865579046,156407861.081973807,121854687.0,121854687.0,False,1.27741751829900691e-16,1.55659311860642259e-8
around_1e12,1000000008625/1000000008626,1.25,right,267809805724.221996,267848907689.492489,156407861.081973807,195509826.352467259,152319172.0,152319172.0,False,8.1754721171862602e-17,1.24528114359889812e-8
around_1e12,1000000008625/1000000008626,1.25,right,267848907689.492489,267897785146.080606,195509826.352467259,244387282.940584073,190400239.0,190400239.0,False,5.23230215503638591e-17,9.96231580839142931e-9
around_1e12,1000000008625/1000000008626,1.25,right,267897785146.080606,267958881966.815752,244387282.940584073,305484103.675730092,238002291.0,238002291.0,False,3.34867337924232282e-17,7.96991936070384676e-9
around_1e12,1000000008625/1000000008626,1.25,right,267958881966.815752,268035252992.734685,305484103.675730092,381855129.594662615,297505978.0,297505978.0,False,2.14315096272483296e-17,6.37600223167092975e-9
around_1e12,1000000008625/1000000008626,1.25,right,268035252992.734685,268130716775.13335,381855129.594662615,477318911.993328268,371887338.0,371887338.0,False,1.37161661614888323e-17,5.10086852136175995e-9
around_1e12,1000000008625/1000000008626,1.25,right,268130716775.13335,268250046503.131682,477318911.993328268,596648639.991660336,464866776.0,464866776.0,False,8.77834634337840212e-18,4.08076156325770674e-9
around_1e12,1000000008625/1000000008626,1.25,right,268250046503.131682,268399208663.129597,596648639.991660336,745810799.989575419,581095346.0,581095346.0,False,5.61814165977525869e-18,3.26467597166411823e-9
around_1e12,1000000008625/1000000008626,1.25,right,268399208663.129597,268585661363.126991,745810799.989575419,932263499.986969274,726387731.0,726387731.0,False,3.5956106622628632e-18,2.61180747052052853e-9
around_1e12,1000000008625/1000000008626,1.25,right,268585661363.126991,268818727238.123734,932263499.986969274,1165329374.98371159,908013628.0,908013628.0,False,2.30119082385166164e-18,2.08951262868585622e-9
around_1e12,1000000008625/1000000008626,1.25,right,268818727238.123734,269110059581.869662,1165329374.98371159,1456661718.72963949,1135062253.0,1135062253.0,False,1.4727621272668192e-18,1.67167669830854853e-9
around_1e12,1000000008625/1000000008626,1.25,right,269110059581.869662,269474225011.552071,1456661718.72963949,1820827148.41204936,1418898393.0,1418898393.0,False,9.42567761451663229e-19,1.3374078820173723e-9
around_1e12,1000000008625/1000000008626,1.25,right,269474225011.552071,269929431798.655084,1820827148.41204936,2276033935.5150617,1773733120.0,1773733120.0,False,6.03243367329524725e-19,1.06999274005270396e-9
around_1e12,1000000008625/1000000008626,1.25,right,269929431798.655084,270498440282.533849,2276033935.5150617,2845042419.39382713,2217338183.0,2217338183.0,False,3.86075755091131476e-19,8.56060513294122467e-10
around_1e12,1000000008625/1000000008626,1.25,right,270498440282.533849,271209700887.382306,2845042419.39382713,3556303024.24228391,2771940567.0,2771940567.0,False,2.47088483258444799e-19,6.84914590382583483e-10
around_1e12,1000000008625/1000000008626,1.25,right,271209700887.382306,272098776643.442877,3556303024.24228391,4445378780.30285489,3465343094.0,3465343094.0,False,1.58136629285466446e-19,5.47997676202829304e-10
around_1e12,1000000008625/1000000008626,1.25,right,272098776643.442877,273210121338.518591,4445378780.30285489,5556723475.37856862,4332328868.0,4332328868.0,False,1.01207442742730154e-19,4.38463925850786944e-10
around_1e12,1000000008625/1000000008626,1.25,right,273210121338.518591,274599302207.363233,5556723475.37856862,6945904344.22321077,5416422516.0,5416422516.0,False,6.47727633553634926e-20,3.50836653861530531e-10
around_1e12,1000000008625/1000000008626,1.25,right,274599302207.363233,276335778293.419036,6945904344.22321077,8682380430.27901346,6772100386.0,6772100386.0,False,4.14545685474409266e-20,2.80734499661588158e-10
around_1e12,1000000008625/1000000008626,1.25,right,276335778293.419036,278506373400.988789,8682380430.27901346,10852975537.8487668,8467566432.0,8467566432.0,False,2.65309238703664381e-20,2.24652360374662371e-10
around_1e12,1000000008625/1000000008626,1.25,right,278506373400.988789,281219617285.450981,10852975537.8487668,13566219422.3109585,10588241841.0,10588241841.0,False,1.69797912770366939e-20,1.79786136450966745e-10
around_1e12,1000000008625/1000000008626,1.25,right,281219617285.450981,284611172141.02872,13566219422.3109585,16957774277.8886982,13241156588.0,13241156588.0,False,1.08670664173045969e-20,1.43892528083726321e-10
around_1e12,1000000008625/1000000008626,1.25,right,284611172141.02872,288850615710.500895,16957774277.8886982,21197217847.3608727,16560482442.0,16560482442.0,False,6.95492250707551181e-21,1.15176872063894634e-10
around_1e12,1000000008625/1000000008626,1.25,right,288850615710.500895,294149920172.341113,21197217847.3608727,26496522309.2010909,20714512692.0,20714512692.0,False,4.45115040452861928e-21,9.22034115486090184e-11
around_1e12,1000000008625/1000000008626,1.25,right,294149920172.341113,300774050749.641386,26496522309.2010909,33120652886.5013636,25914477691.0,25914477691.0,False,2.8487362588984657e-21,7.38235122287670897e-11
around_1e12,1000000008625/1000000008626,1.25,right,300774050749.641386,309054213971.266727,33120652886.5013636,41400816108.1267045,32425691898.0,32425691898.0,False,1.82319120569509452e-21,5.9118236307012278e-11
around_1e12,1000000008625/1000000008626,1.25,right,309054213971.266727,319404417998.298403,41400816108.1267045,51751020135.1583806,40581662501.0,40581662501.0,False,1.16684237164489965e-21,4.73524033179597298e-11
around_1e12,1000000008625/1000000008626,1.25,right,319404417998.298403,332342173032.087998,51751020135.1583806,64688775168.9479758,50801957864.0,50801957864.0,False,7.46779117852755823e-22,3.79378412788707915e-11
around_1e12,1000000008625/1000000008626,1.25,right,332342173032.087998,348514366824.324992,64688775168.9479758,80860968961.1849697,63614842269.0,63614842269.0,False,4.77938635425773991e-22,3.04039909068717081e-11
around_1e12,1000000008625/1000000008626,1.25,right,348514366824.324992,368729609064.621234,80860968961.1849697,101076211201.481212,79685939155.0,79685939155.0,False,3.05880726672500609e-22,2.43743929743120692e-11
around_1e12,1000000008625/1000000008626,1.25,right,368729609064.621234,393998661864.991537,101076211201.481212,126345264001.851515,99854497618.0,99854497618.0,False,1.95763665070403081e-22,1.95478824274635142e-11
around_1e12,1000000008625/1000000008626,1.25,right,393998661864.991537,425584977865.454416,126345264001.851515,157931580002.314394,125179219685.0,125179219685.0,False,1.25288745645059349e-22,1.56835474151609713e-11
around_1e12,1000000008625/1000000008626,1.25,right,425584977865.454416,465067872866.033015,157931580002.314394,197414475002.892993,156996079628.0,156996079628.0,False,8.01847972128386889e-23,1.25886988081818553e-11
around_1e12,1000000008625/1000000008626,1.25,right,465067872866.033015,514421491616.756263,197414475002.892993,246768093753.616241,196991162393.0,196991162393.0,False,5.1318270216217122e-23,1.01092457018906823e-11
around_1e12,1000000008625/1000000008626,1.25,right,514421491616.756263,576113515055.160323,246768093753.616241,308460117192.020301,247292309947.0,247292309947.0,False,3.2843692938379143e-23,8.1219926939217502e-12
around_1e12,1000000008625/1000000008626,1.25,right,576113515055.160323,653228544353.165398,308460117192.020301,385575146490.025376,310584346735.0,310584346735.0,False,2.10199634805627462e-23,6.52847162600413739e-12
around_1e12,1000000008625/1000000008626,1.25,right,653228544353.165398,749622330975.671742,385575146490.025376,481968933112.53172,390253921507.0,390253921507.0,False,1.3452776627560206e-23,5.24999883406308482e-12
around_1e12,1000000008625/1000000008626,1.25,right,749622330975.671742,870114564253.804672,481968933112.53172,602461166390.66465,490571620019.0,490571620019.0,False,8.60977704163855668e-24,4.22371227131901997e-12
around_1e12,1000000008625/1000000008626,1.25,right,870114564253.804672,1020729855851.47083,602461166390.66465,753076457988.330813,616921045980.0,616921045980.0,False,5.51025730664868898e-24,3.39939370123664681e-12
around_1e12,1000000008625/1000000008626,1.25,right,1020729855851.47083,1208998970348.55354,753076457988.330813,941345572485.413516,776087126309.0,776087126309.0,False,3.52656467625516745e-24,2.73692144533770184e-12
around_1e12,1000000008625/1000000008626,1.25,right,1208998970348.55354,1444335363469.90692,941345572485.413516,1176681965606.76689,976619090306.0,976619090306.0,False,2.2570013928033105e-24,2.20423064705894408e-12
around_1e12,1000000008625/1000000008626,1.25,right,1444335363469.90692,1738505854871.59864,1176681965606.76689,1470852457008.45862,1229287562385.0,1229287562385.0,False,1.44448089139412043e-24,1.77568239389359022e-12
around_1e12,1000000008625/1000000008626,1.25,right,1738505854871.59864,2106218969123.7133,1470852457008.45862,1838565571260.57327,1547660208045.0,1547660208045.0,False,9.24467770492237945e-25,1.43076198201091429e-12
around_1e12,1000000008625/1000000008626,1.25,right,2106218969123.7133,2565860361938.85661,1838565571260.57327,2298206964075.71659,1948826656523.0,1948826656523.0,False,5.91659373115032732e-25,1.15304155790826339e-12
around_1e12,1000000008625/1000000008626,1.25,right,2565860361938.85661,3140412102957.78576,2298206964075.71659,2872758705094.64574,2454311333410.0,2454311333410.0,False,3.78661998793621177e-25,9.29354435170868204e-13
around_1e12,1000000008625/1000000008626,1.25,right,3140412102957.78576,3858601779231.4472,2872758705094.64574,3590948381368.30717,3091222798586.0,3091222798586.0,False,2.42343679227917671e-25,7.49138306322551538e-13
around_1e12,1000000008625/1000000008626,1.25,right,3858601779231.4472,4756338874573.52399,3590948381368.30717,4488685476710.38397,3893700729640.0,3893700729640.0,False,1.55099954705867369e-25,6.03912806805366727e-13
around_1e12,1000000008625/1000000008626,1.25,right,4756338874573.52399,5878510243751.11998,4488685476710.38397,5610856845887.97996,4904737482848.0,4904737482848.0,False,9.92639710117551471e-26,4.8686371931769278e-13
around_1e12,1000000008625/1000000008626,1.25,right,5878510243751.11998,7281224455223.11497,5610856845887.97996,7013571057359.97495,6178471036853.0,6178471036853.0,False,6.35289414475233099e-26,3.92511724735452871e-13
around_1e12,1000000008625/1000000008626,1.25,right,7281224455223.11497,9034617219563.10871,7013571057359.97495,8766963821699.96869,7783071127648.0,7783071127648.0,False,4.06585225264149264e-26,3.16448172768165831e-13
around_1e12,1000000008625/1000000008626,1.25,right,9034617219563.10871,11226358174988.1009,8766963821699.96869,10958704777124.9609,9804371837836.0,9804371837836.0,False,2.6021454416905557e-26,2.55124014864642036e-13
around_1e12,1000000008625/1000000008626,1.25,right,11226358174988.1009,13966034369269.3411,10958704777124.9609,13698380971406.2011,12350443469576.0,12350443469576.0,False,1.66537308268195586e-26,2.05680961134170136e-13
around_1e12,1000000008625/1000000008626,1.25,right,13966034369269.3411,17390629612120.8914,13698380971406.2011,17122976214257.7513,15557346299026.0,15557346299026.0,False,1.06583877291645186e-26,1.65816228891901756e-13
around_1e12,1000000008625/1000000008626,1.25,right,17390629612120.8914,21671373665685.3292,17122976214257.7513,21403720267822.1892,19596371408695.0,19596371408695.0,False,6.82136814666529244e-27,1.33674063717494538e-13
around_1e12,1000000008625/1000000008626,1.25,right,21671373665685.3292,27022303732640.8765,21403720267822.1892,26754650334777.7365,24683152527822.0,24683152527822.0,False,4.36567561386578745e-27,1.07758637064042173e-13
around_1e12,1000000008625/1000000008626,1.25,right,27022303732640.8765,33710966316335.3106,26754650334777.7365,33443312918472.1706,31089131835373.0,31089131835373.0,False,2.79403239287410411e-27,8.68640414143657114e-14
around_1e12,1000000008625/1000000008626,1.25,right,33710966316335.3106,42071794545953.3533,33443312918472.1706,41804141148090.2132,39155987220442.0,39155987220442.0,False,1.78818073143942671e-27,7.00179818680828202e-14
around_1e12,1000000008625/1000000008626,1.25,right,42071794545953.3533,52522829832975.9066,41804141148090.2132,52255176435112.7665,49313785119818.0,49313785119818.0,False,1.14443566812123313e-27,5.64364546211858374e-14
around_1e12,1000000008625/1000000008626,1.25,right,52522829832975.9066,65586623941754.0982,52255176435112.7665,65318970543890.9582,62103820021201.0,62103820021201.0,False,7.32438827597589222e-28,4.54872491256601491e-14
around_1e12,1000000008625/1000000008626,1.25,right,65586623941754.0982,81916366577726.8377,65318970543890.9582,81648713179863.6977,78207349415926.0,78207349415926.0,False,4.68760849662457112e-28,3.66605435620581407e-14
around_1e12,1000000008625/1000000008626,1.25,right,81916366577726.8377,102328544872692.762,81648713179863.6977,102060891474829.622,98481744460002.0,98481744460002.0,False,3.00006943783972557e-28,2.95452071739593708e-14
around_1e12,1000000008625/1000000008626,1.25,right,102328544872692.762,127843767741400.168,102060891474829.622,127576114343537.028,124005968265688.0,124005968265688.0,False,1.92004444021742439e-28,2.38096969922312609e-14
around_1e12,1000000008625/1000000008626,1.25,right,127843767741400.168,159737796327284.425,127576114343537.028,159470142929421.285,156137786224753.0,156137786224753.0,False,1.22882844173915162e-28,1.91866552543164003e-14
around_1e12,1000000008625/1000000008626,1.25,right,159737796327284.425,199605332059639.746,159470142929421.285,199337678661776.606,196585731987920.0,196585731987920.0,False,7.86450202713057046e-29,1.54604888772394387e-14
around_1e12,1000000008625/1000000008626,1.25,right,199605332059639.746,249439751725083.897,199337678661776.606,249172098327220.757,247499631284892.0,247499631284892.0,False,5.03328129736356513e-29,1.24573526525062522e-14
around_1e12,1000000008625/1000000008626,1.25,right,249439751725083.897,311732776306889.087,249172098327220.757,311465122909025.946,311584464632823.0,311584464632823.0,False,3.2213000303126817e-29,1.00370704536667343e-14
around_1e12,1000000008625/1000000008626,1.25,right,311732776306889.087,389599057034145.573,311465122909025.946,389331403636282.433,392243580639731.0,392243580639731.0,False,2.0616320194001163e-29,8.08661925251020982e-15
around_1e12,1000000008625/1000000008626,1.25,right,389599057034145.573,486931907943216.181,389331403636282.433,486664254545353.041,493758818781892.0,493758818781892.0,False,1.31944449241607444e-29,6.5148735402363397e-15
around_1e12,1000000008625/1000000008626,1.25,right,486931907943216.181,608597971579554.442,486664254545353.041,608330318181691.302,621517045561427.0,621517045561427.0,False,8.44444475146287641e-30,5.24836635333590566e-15
around_1e12,1000000008625/1000000008626,1.25,right,608597971579554.442,760680551124977.267,608330318181691.302,760412897727114.127,782295053061140.0,782295053061140.0,False,5.40444464093624091e-30,4.2278703071472103e-15
around_1e12,1000000008625/1000000008626,1.25,right,760680551124977.267,950783775556755.799,760412897727114.127,950516122158892.659,984617842585842.0,984617842585842.0,False,3.45884457019919419e-30,3.40564007854928452e-15
around_1e12,1000000008625/1000000008626,1.25,right,950783775556755.799,1188412806096478.96,950516122158892.659,1188145152698615.82,1239209179774075.0,1239209179774075.0,False,2.21366052492748429e-30,2.74318844339363611e-15
around_1e12,1000000008625/1000000008626,1.25,right,1188412806096478.96,1485449094271132.92,1188145152698615.82,1485181440873269.78,1559558164188153.0,1559558164188153.0,False,1.41674273595358994e-30,2.20949270041068192e-15
around_1e12,1000000008625/1000000008626,1.25,right,1485449094271132.92,1856744454489450.36,1485181440873269.78,1856476801091587.22,1962631660927416.0,1962631660927416.0,False,9.06715351010297565e-31,1.77954825534172531e-15
around_1e12,1000000008625/1000000008626,1.25,right,1856744454489450.36,2320863654762347.17,1856476801091587.22,2320596001364484.03,2469770114677129.0,2469770114677129.0,False,5.80297824646590442e-31,1.43320222492429817e-15
around_1e12,1000000008625/1000000008626,1.25,right,2320863654762347.17,2901012655103468.18,2320596001364484.03,2900745001705605.04,3107813910435162.0,3107813910435162.0,False,3.71390607773817883e-31,1.15421289704444043e-15
around_1e12,1000000008625/1000000008626,1.25,right,2901012655103468.18,3626198905529869.44,2900745001705605.04,3625931252132006.3,3910519565877398.0,3910519565877398.0,False,2.37689988975243445e-31,9.29491352500872515e-16
around_1e12,1000000008625/1000000008626,1.25,right,3626198905529869.44,4532681718562871.01,3625931252132006.3,4532414065165007.87,4920340273635925.0,4920340273635925.0,False,1.52121592944155805e-31,7.48490000252780372e-16
around_1e12,1000000008625/1000000008626,1.25,right,4532681718562871.01,5665785234854122.98,4532414065165007.87,5665517581456259.84,6190664456423646.0,6190664456423646.0,False,9.73578194842597153e-32,6.02709592636116122e-16
around_1e12,1000000008625/1000000008626,1.25,right,5665785234854122.98,7082164630218187.94,5665517581456259.84,7081896976820324.8,7788630057536164.0,7788630057536164.0,False,6.23090044699262178e-32,4.85301785069622538e-16
around_1e12,1000000008625/1000000008626,1.25,right,7082164630218187.94,8852638874423269.14,7081896976820324.8,8852371221025406.0,9798662524724378.0,9798662524724378.0,False,3.98777628607527794e-32,3.90748740513503864e-16
around_1e12,1000000008625/1000000008626,1.25,right,8852638874423269.14,11065731679679620.6,8852371221025406.0,11065464026281757.5,12326922440966792.0,12326922440966792.0,False,2.55217682308817788e-32,3.14604857538409942e-16
around_1e12,1000000008625/1000000008626,1.25,right,11065731679679620.6,13832097686250060.0,11065464026281757.5,13831830032852196.9,15506896501599390.0,15506896501599390.0,False,1.63339316677643384e-32,2.5328858783621831e-16
around_1e12,1000000008625/1000000008626,1.25,right,13832097686250060.0,17290055194463109.2,13831830032852196.9,17289787541065246.1,19506425534058636.0,19506425534058636.0,False,1.04537162673691766e-32,2.03914637923614242e-16
around_1e12,1000000008625/1000000008626,1.25,right,17290055194463109.2,21612502079729420.8,17289787541065246.1,21612234426331557.6,24536538645473530.0,24536538645473530.0,False,6.69037841111627303e-33,1.64158728437196226e-16
around_1e12,1000000008625/1000000008626,1.25,right,21612502079729420.8,27015560686312310.2,21612234426331557.6,27015293032914447.0,30862557310797368.0,30862557310797368.0,False,4.28184218311441474e-33,1.32148599772158343e-16
around_1e12,1000000008625/1000000008626,1.25,right,27015560686312310.2,33769383944540921.9,27015293032914447.0,33769116291143058.8,38818052237524527.0,38818052237524527.0,False,2.74037899719322543e-33,1.06376175063661704e-16
around_1e12,1000000008625/1000000008626,1.25,right,33769383944540921.9,42211663017326686.6,33769116291143058.8,42211395363928823.5,48822385389776601.0,48822385389776601.0,False,1.75384255820366428e-33,8.56267772896109968e-17
around_1e12,1000000008625/1000000008626,1.25,right,42211663017326686.6,52764511858308892.5,42211395363928823.5,52764244204911029.3,61402757447397734.0,61402757447397734.0,False,1.12245923725034514e-33,6.89220922894740099e-17
around_1e12,1000000008625/1000000008626,1.25,right,52764511858308892.5,65955572909536649.8,52764244204911029.3,65955305256138786.7,77221917041058413.0,77221917041058413.0,False,7.18373911840220888e-34,5.54742106245861474e-17
around_1e12,1000000008625/1000000008626,1.25,right,65955572909536649.8,82444399223571346.5,65955305256138786.7,82444131570173483.4,97112984685178454.0,97112984685178454.0,False,4.59759303577741368e-34,4.46485982072135091e-17
around_1e12,1000000008625/1000000008626,1.25,right,82444399223571346.5,103055432116114717.0,82444131570173483.4,103055164462716854.0,122123216930384843.0,122123216930384843.0,False,2.94245954289754476e-34,3.59342625066157884e-17
around_1e12,1000000008625/1000000008626,1.25,right,103055432116114717.0,128819223231793931.0,103055164462716854.0,128818955578396068.0,153569004349464124.0,153569004349464124.0,False,1.88317410745442864e-34,2.89197172698467372e-17
around_1e12,1000000008625/1000000008626,1.25,right,128819223231793931.0,161023962126392948.0,128818955578396068.0,161023694472995085.0,193104985014028046.0,193104985014028046.0,False,1.20523142877083433e-34,2.32736196991227574e-17
around_1e12,1000000008625/1000000008626,1.25,right,161023962126392948.0,201279885744641719.0,161023694472995085.0,201279618091243856.0,242810893833127032.0,242810893833127032.0,False,7.71348114413333973e-35,1.87291725117198758e-17
around_1e12,1000000008625/1000000008626,1.25,right,201279885744641719.0,251599790267452683.0,201279618091243856.0,251599522614054820.0,305300696092493820.0,305300696092493820.0,False,4.93662793224533743e-35,1.50715594406414993e-17
around_1e12,1000000008625/1000000008626,1.25,right,251599790267452683.0,314499670920966388.0,251599522614054820.0,314499403267568525.0,383859719211068979.0,383859719211068979.0,False,3.15944187663701595e-35,1.21278247162957778e-17
around_1e12,1000000008625/1000000008626,1.25,right,314499670920966388.0,393124521737858519.0,314499403267568525.0,393124254084460656.0,482616960977246561.0,482616960977246561.0,False,2.02204280104769021e-35,9.75872151607555438e-18
around_1e12,1000000008625/1000000008626,1.25,right,393124521737858519.0,491405585258973683.0,393124254084460656.0,491405317605575820.0,606761591769917057.0,606761591769917057.0,False,1.29410739267052173e-35,7.85214661497982862e-18
around_1e12,1000000008625/1000000008626,1.25,right,491405585258973683.0,614256914660367638.0,491405317605575820.0,614256647006969775.0,762814978491941009.0,762814978491941009.0,False,8.2822873130913391e-36,6.31785281859984573e-18
around_1e12,1000000008625/1000000008626,1.25,right,614256914660367638.0,767821076412110082.0,614256647006969775.0,767820808758712219.0,958972459683453386.0,958972459683453386.0,False,5.30066388037845702e-36,5.08319067932176746e-18
around_1e12,1000000008625/1000000008626,1.25,right,767821076412110082.0,959776278601788136.0,767820808758712219.0,959776010948390273.0,1.20553274590907202e+18,1.20553274590907202e+18,False,3.3924248834422125e-36,4.08967928502635402e-18
around_1e12,1000000008625/1000000008626,1.25,right,959776278601788136.0,1.1997202813388857e+18,959776010948390273.0,1.19972001368548784e+18,1.51543739711138062e+18,1.51543739711138062e+18,False,2.171151925403016e-36,3.29024482256610898e-18
around_1e12,1000000008625/1000000008626,1.25,right,1.1997202813388857e+18,1.49965028476025767e+18,1.19972001368548784e+18,1.4996500171068598e+18,1.90494857788962306e+18,1.90494857788962306e+18,False,1.38953723225793024e-36,2.64699697451442706e-18
